1 2506.410314 6282092.661898
2 2705.751809 7321092.852649
3 2403.320281 5775948.371344
4 2119.817681 4493627.001072
5 2242.115090 5027080.078289
6 3206.618661 10282403.239592
7 2848.285500 8112730.292246
8 3148.675776 9914159.144450
9 3092.221682 9561834.933152
10 2509.552167 6297852.078194
11 2519.955779 6350177.129508
12 3251.586582 10572815.297468
13 2947.545366 8688023.684172
14 3071.134266 9431865.680852
15 3054.797946 9331790.490814
16 3328.702962 11080263.410460
17 2967.928335 8808598.598921
18 4634.147533 21475323.359533
19 4167.197335 17365533.629900
20 3770.826862 14219135.221447
21 5071.079668 25715848.997527
22 5385.447452 29003044.262884
23 5037.074759 25372122.131104
24 6680.865568 44633964.732038
25 8222.118690 67603235.752308
26 9591.522555 91997304.932055
27 12494.014954 156100409.673253
28 17402.096074 302832947.760339
29 34803.642675 1211293543.441612
30 1178872.718020 1389740885291.371826
31 -34689.538712 1203364096.020043
32 -16348.613952 267277178.140774
33 -11724.601031 137466269.341307
34 -8637.483372 74606119.002983
35 -5896.663161 34770636.435697
36 -5197.477272 27013769.990119
37 -4206.151330 17691709.010443
38 -3955.502659 15646001.283118
39 -2759.900243 7617049.351432
40 -1844.736573 3403053.023790
41 -2010.966066 4043984.518888
42 -1576.841789 2486430.027514
43 -1510.155810 2280570.571603
44 -1439.588750 2072415.767858
45 -1696.203336 2877105.757993
46 -1103.772329 1218313.354842
47 -842.439758 709704.746160
48 517.365086 267666.632210
49 -1364.091310 1860745.102003
50 -1254.776268 1574463.482654
51 -198.846285 39539.844905
52 -1869.180888 3493837.191519
53 -1000.600699 1001201.759412
54 -850.020341 722534.580815
55 -984.194869 968639.540499
56 -1244.075483 1547723.806327
57 -1079.463701 1165241.881273
58 -474.624306 225268.232055
59 -1344.718919 1808268.971430
60 -609.847427 371913.884162
61 -629.725366 396554.036312
62 -1000.427774 1000855.730045
63 -778.438702 605966.813097
64 709.052760 502755.816401
65 41.163562 1694.438821
66 -337.414109 113848.281162
67 -183.496116 33670.824511
68 396.671423 157348.217600
69 -566.538952 320966.383979
70 -924.574478 854837.964891
71 -33.406618 1116.002099
72 -596.388259 355678.955345
73 -235.815719 55609.053096
74 -369.366133 136431.339976
75 1022.839350 1046200.335546
76 -1086.497421 1180476.645145
77 -334.278684 111742.238884
78 -1365.167270 1863681.674981
79 -353.240848 124779.097024
80 -231.071811 53394.181930
81 -208.712806 43561.035427
82 -523.333530 273877.983537
83 -339.006040 114925.095164
84 312.696106 97778.855011
85 -227.509503 51760.574144
86 233.578645 54558.983566
87 -631.562074 398870.653537
88 453.321637 205500.506828
89 -382.624484 146401.496053
90 -163.342563 26680.792968
91 200.386152 40154.610112
92 72.243971 5219.191394
93 78.108626 6100.957485
94 371.504733 138015.766693
95 -708.436731 501882.601895
96 512.818838 262983.160795
97 1103.798023 1218370.075834
98 -135.087060 18248.513780
99 -548.881272 301270.651173
100 -972.986025 946701.804281
101 -266.784170 71173.793110
102 -967.221484 935517.398653
103 -437.444274 191357.492661
104 -187.317027 35087.668573
105 119.012861 14164.061066
106 -483.839628 234100.785756
107 -177.977208 31675.886672
108 491.613408 241683.743289
109 529.794827 280682.559182
