    0.17 6779.877036 45966732.629214
    0.33 7016.425605 49230228.271888
    0.50 6407.932391 41061597.529045
    0.67 6902.456245 47643902.218955
    0.83 7704.641593 59361502.083641
    1.00 7515.928139 56489175.797817
    1.17 7647.614192 58486002.823092
    1.33 6282.063867 39464326.434946
    1.50 6183.999609 38241851.166538
    1.67 4730.420999 22376882.825057
    1.83 6910.684339 47757558.027700
    2.00 6466.536251 41816091.090485
    2.17 7689.848502 59133769.987015
    2.33 6287.792192 39536330.652634
    2.50 6124.252562 37506469.446815
    2.67 6947.814475 48272125.983025
    2.83 8656.568620 74936180.278966
    3.00 9560.276396 91398884.767098
    3.17 5118.882947 26202962.623941
    3.33 6758.259890 45674076.741201
    3.50 8092.912683 65495235.696454
    3.67 7708.489020 59420802.969551
    3.83 6896.504786 47561778.263413
    4.00 8846.923514 78268055.669531
    4.17 6826.935013 46607041.677588
    4.33 8236.342121 67837331.538571
    4.50 8610.418572 74139307.982369
    4.67 8022.202564 64355733.970821
    4.83 7025.256090 49354223.134411
    5.00 7369.127388 54304038.460262
    5.17 7185.898649 51637139.399049
    5.33 6084.316514 37018907.439984
    5.50 7093.616678 50319397.577704
    5.67 7661.415960 58697294.506535
    5.83 8344.523667 69631075.234695
    6.00 7763.222646 60267625.846193
    6.17 8707.421125 75819182.656116
    6.33 9409.098318 88531131.154173
    6.50 6368.939360 40563388.565636
    6.67 7910.450961 62575234.399446
    6.83 7229.434662 52264725.533390
    7.00 8629.213555 74463326.584703
    7.17 9722.238931 94521929.827215
    7.33 8718.407090 76010622.185463
    7.50 9087.740148 82587020.989623
    7.67 9291.416478 86330420.175346
    7.83 8192.018346 67109164.577409
    8.00 10227.848390 104608882.694139
    8.17 9811.176035 96259175.189795
    8.33 10402.626483 108214637.751582
    8.50 8686.804656 75460575.133563
    8.67 9674.075038 93587727.831294
    8.83 11661.538106 135991471.009311
    9.00 10027.196365 100544666.952084
    9.17 10813.815951 116938615.425436
    9.33 9953.077740 99063756.491750
    9.50 11294.419401 127563909.601154
    9.67 11840.328536 140193379.847331
    9.83 12430.492296 154517138.721735
   10.00 11330.886742 128388994.363292
   10.17 12035.485016 144852899.569443
   10.33 12048.200231 145159128.812029
   10.50 13439.763615 180627246.028561
   10.67 13384.982415 179157754.245737
   10.83 13960.382446 194892278.027284
   11.00 14556.717638 211898028.379885
   11.17 14184.944844 201212660.226727
   11.33 15770.876323 248720539.984221
   11.50 15494.606655 240082835.395494
   11.67 14946.253604 223390496.784859
   11.83 18134.162442 328847847.473779
   12.00 17225.159451 296706118.096957
   12.17 17441.284999 304198422.425367
   12.33 20173.608899 406974496.016068
   12.50 20856.214128 434981667.748792
   12.67 23121.105511 534585520.073165
   12.83 22840.942037 521708633.138943
   13.00 25430.177213 646693913.104220
   13.17 28511.027058 812878663.923005
   13.33 29533.758415 872242886.087090
   13.50 31383.576904 984928899.284522
   13.67 36889.834448 1360859885.619092
   13.83 40966.254250 1678233987.315057
   14.00 45265.704266 2048983982.703632
   14.17 56205.381557 3159044915.915179
   14.33 68823.044876 4736611505.966127
   14.50 90079.954872 8114398269.741263
   14.67 132156.382430 17465309416.917793
   14.83 250525.691207 62763121954.512337
   15.00 3061686.274389 9373922842784.210938
   15.17 -295141.872080 87108724654.797745
   15.33 -139469.427044 19451721079.910892
   15.50 -89080.312861 7935302139.414805
   15.67 -67279.655855 4526552091.992856
   15.83 -51460.875652 2648221722.882451
   16.00 -44073.745702 1942495060.237793
   16.17 -35949.927406 1292397280.494658
   16.33 -32380.882725 1048521566.059234
   16.50 -29111.305698 847468119.451278
   16.67 -25079.003895 628956436.383385
   16.83 -21408.186827 458310463.203925
   17.00 -21736.842674 472490329.448818
   17.17 -18489.651438 341867210.287790
   17.33 -15672.403600 245624234.599700
   17.50 -16249.537839 264047479.983663
   17.67 -14430.599341 208242197.343627
   17.83 -13557.796496 183813845.818608
   18.00 -13028.051705 169730131.216419
   18.17 -12430.043157 154505972.877350
   18.33 -11484.192367 131886674.311828
   18.50 -11620.386137 135033373.981762
   18.67 -10920.707202 119261845.797168
   18.83 -10263.249406 105334288.365944
   19.00 -8599.267251 73947397.257884
   19.17 -10695.940711 114403147.688012
   19.33 -7593.469553 57660779.847151
   19.50 -7353.884598 54079618.673977
   19.67 -7443.912862 55411838.702859
   19.83 -6952.464720 48336765.686810
   20.00 -5225.214735 27302869.023550
   20.17 -5699.648001 32485987.331215
   20.33 -5889.255749 34683333.276669
   20.50 -6175.524714 38137105.499076
   20.67 -7446.777525 55454495.504246
   20.83 -5225.631853 27307228.265028
   21.00 -4014.274808 16114402.233152
   21.17 -4023.656787 16189813.942257
   21.33 -4578.322284 20961034.940708
   21.50 -3206.111051 10279148.070538
   21.67 -4171.990958 17405508.550081
   21.83 -5060.170869 25605329.225351
   22.00 -4616.763776 21314507.765835
   22.17 -4755.620367 22615925.073844
   22.33 -4736.490129 22434338.741873
   22.50 -4764.087643 22696531.073978
   22.67 -3321.410504 11031767.735250
   22.83 -2863.677772 8200650.380334
   23.00 -3294.000371 10850438.446388
   23.17 -4550.441593 20706518.693840
   23.33 -3408.274049 11616331.995649
   23.50 -2050.487571 4204499.277367
   23.67 -1575.824392 2483222.513233
   23.83 -1425.960564 2033363.530023
   24.00 -2050.215837 4203384.979662
   24.17 -1003.502898 1007018.067066
   24.33 -5239.976556 27457354.310918
   24.50 -3199.786427 10238633.176631
   24.67 350.022008 122515.406038
   24.83 -3858.951377 14891505.730686
   25.00 -1601.421346 2564550.328477
   25.17 -1120.845961 1256295.667549
   25.33 -1121.137739 1256949.828792
   25.50 -814.709018 663750.783300
   25.67 -2153.373588 4637017.810659
   25.83 -2259.076936 5103428.602859
   26.00 -3731.093773 13921060.744538
   26.17 -2095.379501 4390615.251368
   26.33 -2495.571351 6227876.370189
   26.50 -2397.686441 5748900.268404
   26.67 -1178.864032 1389720.405671
   26.83 -2229.490684 4970628.709473
   27.00 -1397.912404 1954159.088370
   27.17 -2483.556010 6168050.452477
   27.33 -1920.425764 3688035.114217
   27.50 -2877.293457 8278817.636366
   27.67 -1402.598703 1967283.121843
   27.83 -2145.519468 4603253.785656
   28.00 -2958.567167 8753119.682636
   28.17 -1533.937557 2352964.428360
   28.33 -2509.802728 6299109.735490
   28.50 -2383.726325 5682151.192919
   28.67 -2563.648573 6572294.004351
   28.83 -1851.099087 3426567.829831
   29.00 -1016.319014 1032904.338243
   29.17 -1757.012031 3087091.277894
   29.33 -1637.010021 2679801.807263
   29.50 -1510.646343 2282052.373878
   29.67 -168.219556 28297.818963
   29.83 -1214.156613 1474176.280374
   30.00 113.118280 12795.745192
   30.17 -2285.953232 5225582.178664
   30.33 -1331.938682 1774060.652414
   30.50 -1235.986134 1527661.722343
   30.67 -63.086452 3979.900483
   30.83 -52.156439 2720.294089
   31.00 -353.117404 124691.901258
   31.17 -2401.363550 5766546.899727
   31.33 790.298012 624570.948226
   31.50 -2166.522310 4693818.918004
   31.67 -1051.138408 1104891.953810
   31.83 -237.219787 56273.227144
   32.00 222.014247 49290.325978
   32.17 -1961.003156 3845533.377421
   32.33 -1414.290152 2000216.633874
   32.50 -263.124320 69234.407845
   32.67 -1852.356250 3431223.676743
   32.83 -3619.919704 13103818.666311
   33.00 -1657.399168 2746972.003685
   33.17 -1385.994521 1920980.811865
   33.33 199.818398 39927.392087
   33.50 586.773868 344303.572008
   33.67 -271.865338 73910.762262
   33.83 -588.411573 346228.179582
   34.00 52.335522 2739.006899
   34.17 -272.409863 74207.133431
   34.33 -261.718929 68496.797550
   34.50 -2095.916534 4392866.118946
   34.67 -760.128966 577796.045651
   34.83 130.516393 17034.528763
   35.00 -1652.750640 2731584.676836
   35.17 -784.406375 615293.360971
   35.33 498.438805 248441.242042
   35.50 -559.424358 312955.612232
   35.67 -730.985069 534339.171333
   35.83 -628.049556 394446.244535
   36.00 -1106.150663 1223569.289299
   36.17 -2008.723440 4034969.859478
   36.33 -556.113246 309261.942873
   36.50 -1311.245624 1719365.087077
   36.67 -641.607631 411660.352398
   36.83 -903.212134 815792.158670
   37.00 -1199.165143 1437997.040710
   37.17 -437.053627 191015.873172
   37.33 -28.190558 794.707553
   37.50 154.699345 23931.887423
   37.67 560.673482 314354.753104
   37.83 -1418.225260 2011362.889047
   38.00 -1346.063574 1811887.145808
   38.17 -551.145099 303760.920661
   38.33 -2336.756830 5460432.480689
   38.50 -484.745074 234977.786713
   38.67 -79.786225 6365.841739
   38.83 -1969.398203 3878529.280286
   39.00 -867.723372 752943.850502
   39.17 -650.687368 423394.050432
   39.33 -1222.657515 1494891.398485
   39.50 645.664352 416882.455897
   39.67 446.962500 199775.476108
   39.83 -380.949255 145122.334826
   40.00 -1109.679868 1231389.409130
   40.17 361.155083 130432.993700
   40.33 1198.601152 1436644.720874
   40.50 -809.299464 654965.621711
   40.67 -700.905724 491268.833846
   40.83 -2236.940414 5003902.414771
   41.00 -473.865838 224548.832515
